index,localx,gap,realv,fid
1561,498,357,9,1217
1561,507,355,9,1218
1561,525,351,0,1220
1573,696,54,1,1216
1573,697,51.5,6,1217
1573,703,52.5,7,1218
1573,710,53,7,1219
1573,717,51.5,6,1220
1573,723,52,8,1221
1573,731,51,6,1222
1573,737,51,7,1223
1573,744,51,7,1224
1573,751,50.5,6,1225
1573,757,51,5,1226
1573,762,51.5,7,1227
1573,769,53.5,7.5,1228
1575,320,38.5,6,1217
1575,326,40.5,6,1218
1575,332,40.5,7,1219
1575,339,40,6,1220
1575,345,40,6,1221
1575,351,42,5,1222
1575,356,43,5,1223
1575,361,45.5,5,1224
1575,366,48,8,1225
1575,374,43.5,5,1226
1575,379,44,7,1227
1575,386,44,5,1228
1575,391,45,6,1229
1575,397,47,6,1230
1575,403,50,5,1231
1575,408,47,1,1232
1575,409,45,0,1233
1585,315,187.5,8,1220
1585,323,187,8,1221
1585,331,188,5,1222
1585,336,186.5,9,1223
1585,345,188,9,1224
1585,354,190,4,1225
1585,358,194,5,1226
1585,363,192.5,10,1227
1585,373,193.5,7,1228
1585,380,193.5,3,1229
1585,383,194.5,3,1230
1586,135,63,6,1222
1586,141,65,10,1223
1586,151,62,0,1224
1586,151,61,9,1225
1586,160,65,9,1226
1586,169,60,9,1227
1586,178,61,8,1228
1586,196,60,5,1230
1586,201,60,5,1231
1586,206,62,9,1232
1586,215,61.5,8,1233
1586,230,61,7,1235
1586,237,59.5,8,1236
1586,269,53.5,8,1240
1587,547,164.5,3,1224
1587,550,157.5,4,1225
1587,554,150,4,1226
1587,558,158,8,1227
1587,566,155,7,1228
1587,573,151,6,1229
1587,579,158.5,7,1230
1587,586,165.5,6,1231
1587,592,161.5,8,1232
1587,600,163,7,1233
1587,607,161,7,1234
1587,614,159.5,6,1235
1587,620,159.5,7,1236
1587,627,158.5,7,1237
1587,634,159,7,1238
1587,641,158,7,1239
1587,648,158,7,1240
1587,655,156.5,7,1241
1587,662,161,7,1242
1587,669,157,7,1243
1587,676,157.5,6,1244
1587,682,156,7,1245
1587,689,158,7,1246
1587,696,156.5,8,1247
1587,704,150,6,1248
1587,710,150.5,7,1249
1587,717,151.5,7,1250
1587,724,150,7,1251
1587,731,150.5,5,1252
1587,736,152.5,8,1253
1587,744,151.5,7,1254
1587,751,152.5,7,1255
1587,758,156.5,7,1256
1587,765,151.5,7,1257
1587,772,151,7,1258
1611,470,204,7,1242
1611,477,204.5,10,1243
1611,487,206,10,1244
1611,505,209,7,1246
1611,512,209.5,9,1247
1611,521,208,8,1248
1611,529,208.5,9,1249
1611,538,208.5,6,1250
1611,544,209.5,6,1251
1611,550,212.5,6,1252
1611,556,215,2.333333333,1253
1618,548,122,5,1246
1618,553,122,4,1247
1618,557,121.5,7,1248
1618,564,120,8,1249
1618,572,119,7,1250
1618,579,118,8,1251
1618,587,119,7,1252
1618,594,115.5,8,1253
1618,602,114.5,8,1254
1618,610,115,7,1255
1618,617,114,8,1256
1618,625,113.5,6,1257
1618,631,115,9,1258
1618,640,112.5,8,1259
1618,648,113,6,1260
1618,654,112,9,1261
1618,663,111,6,1262
1618,669,111.5,8,1263
1618,677,110.5,7,1264
1618,684,107,8,1265
1618,692,108,7,1266
1618,699,107,8,1267
1618,707,104,8,1268
1618,715,102.5,7,1269
1618,722,102,7,1270
1618,729,102,10,1271
1618,739,102,5,1272
1618,744,100.5,9,1273
1618,753,101.5,6,1274
1618,759,100,10,1275
1618,769,98.5,6,1276
1618,775,100.5,9,1277
1618,784,96.5,7,1278
1618,791,97,6,1279
1618,797,97,5,1280
1618,802,97.5,8,1281
1618,810,95.5,9,1282
1618,819,96,7,1283
1618,826,96.5,6,1284
1631,549,42,7,1256
1631,556,42,5,1257
1631,561,42,7,1258
1631,568,42.5,7,1259
1631,575,45,6,1260
1631,581,43,8,1261
1631,589,44.5,6,1262
1631,595,42,7,1263
1631,602,43,7,1264
1631,609,43.5,7,1265
1631,616,42.5,7,1266
1644,633,40.5,8,1267
1644,641,41.5,7,1268
1644,648,41,8,1269
1644,656,42.5,7,1270
1644,663,41.5,6,1271
1644,669,48,8,1272
1644,677,43.5,7,1273
1644,684,47.5,7,1274
1644,691,44,9,1275
1644,700,47,7,1276
1644,707,46,7,1277
1644,714,47,7,1278
1644,721,46.5,7,1279
1644,728,44.5,10,1280
1644,738,41.5,5,1281
1644,743,42.5,7,1282
1644,750,46.5,8,1283
1644,758,46,9,1284
1644,767,42,7,1285
1644,774,42,7,1286
1644,781,41.5,8,1287
1644,789,42.5,5,1288
1644,794,43,7,1289
1644,801,43,9,1290
1644,810,43.5,8,1291
1644,818,42.5,5,1292
1644,823,44.5,8,1293
1644,831,42,7,1294
1644,838,46.5,7,1295
1644,845,44.5,7,1296
1644,852,43,7,1297
1644,859,47.5,7,1298
1644,866,44,8,1299
1644,874,47.5,7,1300
1644,881,44.5,7,1301
1653,9,329,6,1275
1653,15,328.5,8,1276
1653,23,327.5,8,1277
1653,31,326,8,1278
1653,39,325.5,8,1279
1653,47,325,7,1280
1653,54,324.5,8,1281
1653,62,323.5,8,1282
1653,70,322,8,1283
1653,78,322,7,1284
1653,85,321.5,8,1285
1653,93,321,8,1286
1653,101,319.5,8,1287
1653,109,318.5,8,1288
1653,117,319,8,1289
1653,125,318,7,1290
1653,132,317.5,8,1291
1653,140,317.5,6,1292
1653,146,317.5,7,1293
1653,153,313,6,1294
1653,159,318,8,1295
1653,167,317,7,1296
1653,174,317.5,8,1297
1653,182,315.5,2,1298
1653,184,317,2,1299
1658,14,119.5,5,1279
1658,19,124.5,10,1280
1658,29,120.5,8,1281
1658,37,120,8,1282
1658,45,120.5,8,1283
1658,53,119.5,7,1284
1658,60,119,9,1285
1658,69,119.5,9,1286
1658,78,118,8,1287
1658,86,118,1,1288
1658,87,117.5,8,1289
1658,95,117.5,8,1290
1658,112,118.5,8,1292
1658,120,118.5,10,1293
1658,130,118,9,1294
1658,139,118.5,9,1295
1658,148,118.5,8,1296
1658,156,117.5,9,1297
1658,165,116,8,1298
1658,173,114,8,1299
1658,181,112.5,3,1300
1658,184,121,8,1301
1658,192,119,8,1302
1658,208,121,0,1304
1662,499,89,7,1354
1662,506,86.5,7,1355
1662,513,87.5,7,1356
1662,520,92.5,7,1357
1662,527,96.5,8,1358
1662,535,98.5,7,1359
1662,548,94.5,7,1361
1662,555,92,7,1362
1662,562,93,7,1363
1662,569,94,7,1364
1662,576,94,7,1365
1662,583,95.5,7,1366
1662,590,96.5,6,1367
1662,596,95.5,7,1368
1662,603,96.5,8,1369
1662,611,98,7,1370
1662,618,100,6,1371
1662,624,99,7,1372
1662,631,98.5,7,1373
1662,638,101,7,1374
1662,645,104,7,1375
1662,652,107,7,1376
1662,674,102.5,6,1379
1662,680,108,7,1380
1662,687,103.5,7,1381
1662,694,108,7,1382
1662,701,105.5,8,1383
1662,709,104.5,7,1384
1662,716,105.5,7,1385
1662,723,106.5,7,1386
1662,730,106.5,7,1387
1662,737,108,7,1388
1662,744,107.5,7,1389
1662,751,108,9,1390
1662,760,107.5,6,1391
1662,766,108,7,1392
1662,773,110,7,1393
1662,780,113,7,1394
1662,787,110.5,6,1395
1662,793,113.5,8,1396
1662,801,114,7,1397
1677,708,117.5,7,1297
1677,715,117.5,7,1298
1677,722,117.5,7,1299
1677,729,118,7,1300
1677,736,118.5,7,1301
1677,743,118.5,7,1302
1677,750,119,6,1303
1677,756,121,8,1304
1677,764,120.5,7,1305
1677,771,124,7,1306
1677,778,121,7,1307
1677,785,120.5,7,1308
1677,792,121,7,1309
1677,799,123,7,1310
1688,730,81.5,3,1303
1688,733,87.5,3,1304
1688,736,95,4,1305
1688,740,99,6,1306
1688,746,100,6,1307
1688,752,100,5,1308
1688,757,101.5,6,1309
1688,763,102.5,6,1310
1688,769,103,6,1311
1688,775,104,5,1312
1688,780,103,6,1313
1688,786,104,6,1314
1688,792,106.5,6,1315
1688,798,110,6,1316
1688,804,109.5,6,1317
1723,9,383.5,5,1326
1723,14,381.5,3,1327
1723,17,374,3,1328
1723,20,372.5,8,1329
1723,28,369.5,9,1330
1723,37,369.5,6,1331
1723,43,369.5,7,1332
1723,50,371.5,8,1333
1723,58,376,8,1334
1723,66,368.5,7,1335
1723,73,372.5,7,1336
1742,669,80,8,1335
1742,677,79,5,1336
1742,682,79.5,7,1337
1742,689,78,7,1338
1742,696,74.5,7,1339
1742,703,73.5,7,1340
1742,710,75,6,1341
1742,716,73.5,7,1342
1742,723,73,7,1343
1742,730,73,6,1344
1742,736,73,7,1345
1742,743,72,7,1346
1742,750,71.5,6,1347
1742,756,72.5,7,1348
1742,763,72.5,7,1349
1742,770,71.5,7,1350
1742,777,71,9,1351
1742,786,71.5,4,1352
1742,790,70.5,7,1353
1742,797,69,5,1354
1742,802,70.5,8,1355
1742,810,72,6,1356
1742,816,70.5,6,1357
1742,822,69.5,6,1358
1742,828,69.5,6,1359
1742,834,69.5,6,1360
1742,840,70.5,3,1361
1742,853,73,8,1363
1753,550,132.5,5,1340
1753,555,131,8,1341
1753,563,130,8,1342
1753,571,128,8,1343
1753,579,127,8,1344
1753,587,125,8,1345
1753,595,124,8,1346
1753,603,123.5,8,1347
1753,611,121.5,7,1348
1753,618,121.5,8,1349
1753,626,121,8,1350
1753,634,119.5,8,1351
1753,642,123,8,1352
1753,650,118,7,1353
1753,657,117,8,1354
1753,665,113,8,1355
1753,673,113.5,7,1356
1753,680,113.5,8,1357
1753,688,110.5,8,1358
1753,696,108.5,8,1359
1753,704,105.5,8,1360
1753,712,103.5,8,1361
1753,720,95,8,1362
1753,728,102,7,1363
1753,735,103,8,1364
1753,743,97,8,1365
1753,751,98,7,1366
1753,758,95.5,4,1367
1753,762,93.5,5,1368
1759,84,306,7,1342
1759,91,305.5,6,1343
1759,97,306.5,7,1344
1759,104,306.5,6,1345
1759,110,309,7,1346
1759,117,308,7,1347
1759,124,308.5,7,1348
1759,131,310,3,1349
1759,134,310,10,1350
1759,144,310,7,1351
1759,151,310,9,1352
1759,160,311.5,4,1353
1770,217,258.5,4,1354
1770,221,256.5,8,1355
1770,229,256.5,8,1356
1770,237,255.5,8,1357
1770,245,255,7,1358
1770,252,255.5,8,1359
1770,260,254.5,8,1360
1770,268,253,9,1361
1770,277,250.5,9,1362
1770,286,249.5,8,1363
1770,294,248.5,4,1364
1770,298,248,4,1365
1797,355,240.5,3,1371
1797,367,237,9,1373
1797,383,235,7,1375
1797,400,232,8,1377
1797,408,231,8,1378
1797,425,228,9,1380
1797,451,223.5,7,1383
1797,458,225,10,1384
1797,468,222,8,1385
1797,476,220.5,8,1386
1797,484,220.5,9,1387
1797,493,218,8,1388
1797,501,218,7,1389
1797,508,217,7,1390
1797,522,220,16,1392
1810,299,85.5,6,1378
1810,305,87,7,1379
1810,312,87.5,8,1380
1810,320,88.5,7,1381
1810,327,89.5,8,1382
1810,335,90.5,9,1383
1810,344,90,7,1384
1810,351,93.5,8,1385
1810,359,93,8,1386
1810,367,93.5,6,1387
1810,373,95,6,1388
1841,538,214.5,4,1393
1841,542,212.5,8,1394
1841,550,210.5,8,1395
1841,558,209,9,1396
1841,567,208,8,1397
1841,575,207,9,1398
1841,584,204,8,1399
1841,592,204,8,1400
1841,600,202.5,10,1401
1841,610,201,7,1402
1841,617,200,8,1403
1841,625,198,9,1404
1841,634,196.5,8,1405
1841,642,198,8,1406
1841,650,194.5,8,1407
1841,666,194.5,8,1409
1873,183,200.5,9,1415
1873,192,199.5,9,1416
1873,201,197.5,9,1417
1873,210,198.5,9,1418
1873,219,201.5,10,1419
1873,229,201,6,1420
1873,235,203,8,1421
1873,243,206.5,7,1422
1873,250,197,10,1423
1873,260,196,8,1424
1873,268,196.5,8,1425
1902,553,95,3,1432
1902,556,96.5,8,1433
1902,564,96,7,1434
1902,571,96,9,1435
1902,580,95.5,8,1436
1902,588,95.5,9,1437
1902,597,95.5,8,1438
1902,605,95.5,8,1439
1902,613,96,9,1440
1902,622,95.5,8,1441
1902,630,95.5,8,1442
1902,638,95,9,1443
1902,647,96,8,1444
1902,655,96,8,1445
1902,663,95.5,8,1446
1902,671,95,8,1447
1902,679,95,8,1448
1902,687,95,8,1449
1902,695,95,9,1450
1902,704,94.5,8,1451
1902,712,95,8,1452
1902,720,95,8,1453
1902,728,95,8,1454
1902,736,95,8,1455
1902,744,95.5,8,1456
1902,752,95.5,7,1457
1902,759,97,9,1458
1902,768,95.5,8,1459
1902,776,95.5,8,1460
1902,784,95.5,7,1461
1902,791,96,8,1462
1902,799,96.5,9,1463
1902,808,96.5,8,1464
1902,816,97,7,1465
1902,823,99,9,1466
1943,9,248.5,5,1470
1943,14,247.5,5,1471
1943,19,246,10,1472
1943,29,243.5,9,1473
1943,38,241.5,9,1474
1943,47,240.5,9,1475
1943,56,237.5,9,1476
1943,65,237.5,9,1477
1943,74,235,9,1478
1943,83,233.5,9,1479
1943,92,231.5,9,1480
1943,101,230.5,9,1481
1943,110,228,10,1482
1943,120,225,9,1483
1943,129,223.5,9,1484
1943,138,219.5,10,1485
1943,148,221,8,1486
1943,156,219.5,9,1487
1943,165,217.5,9,1488
1943,174,219.5,9,1489
1943,183,220.5,9,1490
1943,192,211,9,1491
1943,201,210,8,1492
1943,209,208.5,10,1493
1943,219,208,7,1494
1943,226,205,10,1495
1943,236,204.5,8,1496
1943,244,203.5,8,1497
1943,252,201.5,11,1498
1943,263,200,8,1499
1943,271,199,8,1500
1943,279,194.5,10,1501
1943,289,192.5,7,1502
1943,296,193.5,9,1503
1943,305,192.5,8,1504
1943,313,190,9,1505
1943,322,190.5,8,1506
1943,330,186,8,1507
1943,338,188.5,9,1508
1943,347,184.5,9,1509
1943,356,182.5,8,1510
1943,364,181,8,1511
1943,372,180.5,9,1512
1943,381,178.5,8,1513
1943,389,180,8,1514
1943,397,178,9,1515
1943,406,176.5,9,1516
1943,415,179,8,1517
1943,423,174.5,7,1518
1943,430,176.5,9,1519
1943,439,175,7,1520
1943,446,173.5,9,1521
1943,455,174,8,1522
1943,463,172,8,1523
1943,471,173,7,1524
1943,478,171,9,1525
1943,487,170.5,7,1526
1943,494,173,8,1527
1943,502,173.5,7,1528
1943,509,172,9,1529
1943,518,172,8,1530
1943,526,169.5,6,1531
1943,532,172,8,1532
1943,540,172,8,1533
1943,548,175.5,7,1534
1943,555,175,7,1535
1943,562,174.5,8,1536
1943,570,175,8,1537
1943,578,175.5,7,1538
1943,585,177,8,1539
1943,593,176.5,7,1540
1943,600,180,8,1541
1943,608,176,9,1542
1943,617,172.5,7,1543
1943,624,172.5,8,1544
1943,632,175.5,7,1545
1943,639,175.5,7,1546
1943,646,174.5,9,1547
1943,655,174,6,1548
1943,661,175,9,1549
1943,670,174.5,7,1550
1943,677,176.5,7,1551
1943,684,178,9,1552
1943,693,174.5,7,1553
1943,700,174.5,9,1554
1943,709,177.5,7,1555
1943,716,175.5,8,1556
1943,724,175.5,8,1557
1943,732,177,6,1558
1943,738,182,9,1559
1952,546,188,7,1481
1952,553,197,5,1482
1952,558,191.5,10,1483
1952,568,187.5,10,1484
1952,578,186.5,10,1485
1952,588,186,10,1486
1952,598,183.5,10,1487
1952,608,181.5,10,1488
1952,618,181,10,1489
1952,628,180,10,1490
1952,638,178,10,1491
1952,648,178,9,1492
1952,657,176.5,11,1493
1956,473,67,6,1484
1956,479,68.5,7,1485
1956,486,69,7,1486
1956,493,69,7,1487
1956,500,70.5,6,1488
1956,506,72.5,7,1489
1956,513,72.5,8,1490
1956,521,72,8,1491
1956,529,72,4,1492
1956,533,75.5,8,1493
1956,541,77.5,6,1494
1956,547,77,8,1495
1956,555,78.5,6,1496
1956,561,78,6,1497
1956,567,78.5,3,1498
1956,570,79,7,1499
1956,577,79,6,1500
1956,583,79.5,5,1501
1956,588,80,9,1502
1956,597,80.5,6,1503
1956,603,82,5,1504
1956,608,82,7,1505
1956,615,82.5,7,1506
1956,622,85.5,7,1507
1956,635,84.5,7,1509
1956,642,85,7,1510
1956,662,86.5,7,1513
1956,669,86.5,7,1514
1956,676,87,6,1515
1956,682,89,7,1516
1956,689,88.5,7,1517
1956,696,88.5,6,1518
1956,702,89,7,1519
1956,709,89.5,7,1520
1956,716,89.5,6,1521
1956,722,91,7,1522
1956,729,91.5,7,1523
1956,736,91.5,7,1524
1956,743,92,7,1525
1956,750,92.5,7,1526
1956,757,93.5,7,1527
1956,764,95.5,6,1528
1956,770,95,7,1529
1956,777,94.5,7,1530
1956,784,97,6,1531
1956,790,96.5,7,1532
1956,797,97.5,7,1533
1956,804,98,6,1534
1956,810,99.5,7,1535
1956,817,99.5,6,1536
1956,823,101.5,6,1537
1964,469,122.5,7,1496
1964,476,123,3,1497
1964,479,124.5,8,1498
1964,487,126,7,1499
1964,494,127,6,1500
1964,500,126.5,8,1501
1964,508,127,8,1502
1964,516,129,6,1503
1964,522,130,7,1504
1964,529,131,9,1505
1964,538,129.5,5,1506
1964,543,133,9,1507
1964,552,134,6,1508
1964,558,133.5,7,1509
1964,565,134.5,7,1510
1964,572,135.5,8,1511
1964,580,136,7,1512
1964,587,138,8,1513
1964,595,138,7,1514
1964,602,138,7,1515
1964,609,138.5,9,1516
1964,618,140.5,5,1517
1964,623,142.5,9,1518
1964,632,141.5,7,1519
1964,639,142.5,7,1520
1964,646,142.5,8,1521
1964,654,144,7,1522
1964,661,144.5,8,1523
1964,669,145.5,7,1524
1964,676,146,7,1525
1964,683,148,9,1526
1964,692,148,8,1527
1964,700,149,6,1528
1964,706,150,9,1529
1964,715,150,6,1530
1964,721,152,8,1531
1964,729,152.5,8,1532
1964,737,153,10,1533
1964,747,152.5,6,1534
1964,753,155,8,1535
1964,761,156.5,8,1536
1964,769,156,8,1537
1997,43,497,5,1533
1997,48,496.5,3,1534
1997,51,497.5,6,1535
1997,57,495.5,6,1536
1997,63,495,7,1537
1997,70,494,7,1538
1997,77,493.5,7,1539
1997,84,492.5,6,1540
1997,90,493,7,1541
1997,97,492,8,1542
1997,105,491,6,1543
1997,111,491,7,1544
1997,118,490,7,1545
1997,125,489.5,7,1546
1997,132,488.5,7,1547
1997,149,482,3,1549
1997,152,487,4,1550
1997,156,489.5,6,1551
1997,162,490,8,1552
1997,170,487.5,6,1553
1997,176,487.5,7,1554
1997,183,491,6,1555
1997,189,486,6,1556
2021,240,485,8,1564
2021,248,483,8,1565
2021,262,482,6,1567
2021,268,482,6,1568
2021,274,482.5,5,1569
2021,279,483.5,7,1570
2021,286,482.5,6,1571
2021,292,482.5,7,1572
2021,299,480,7,1573
2021,306,481.5,6,1574
2021,312,481.5,7,1575
2021,319,480.5,6,1576
2021,325,481,6,1577
2021,331,480.5,8,1578
2021,339,479.5,5,1579
2021,344,481.5,8,1580
2021,352,479.5,6,1581
2021,358,480,5,1582
2021,363,481,8,1583
2021,371,478.5,7,1584
2021,378,479,5,1585
2021,383,480.5,7,1586
2021,390,478.5,7,1587
2021,397,479.5,4,1588
2021,401,482.5,9,1589
2021,410,479.5,4,1590
2021,414,482.5,9,1591
2021,423,477.5,6,1592
2021,429,479.5,5,1593
2021,434,481.5,8,1594
2021,442,479.5,5,1595
2021,587,288.5,6,1618
2021,593,289,6,1619
2021,599,289.5,7,1620
2021,606,288.5,6,1621
2021,630,290.5,6,1625
2050,123,415,8,1585
2050,131,416,7,1586
2050,138,413.5,9,1587
2050,147,414.5,7,1588
2050,154,415.5,10,1589
2050,164,413.5,10,1590
2050,174,413,8,1591
2050,182,410,9,1592
2050,191,409.5,8,1593
2050,199,408.5,9,1594
2050,208,408,9,1595
2050,217,405.5,9,1596
2050,226,404,9,1597
2050,235,403.5,8,1598
2050,243,402,10,1599
2050,253,401,9,1600
2050,262,398,9,1601
2050,271,397.5,9,1602
2050,280,396.5,8,1603
2050,288,396,9,1604
2050,297,394.5,10,1605
2050,307,393.5,7,1606
2050,314,393,9,1607
2050,323,393.5,9,1608
2050,332,392.5,9,1609
2050,341,390,8,1610
2050,349,390,9,1611
2050,358,393,9,1612
2050,367,388,9,1613
2050,376,387.5,8,1614
2050,384,387.5,7,1615
2050,391,387,9,1616
2050,400,386,9,1617
2050,409,385,4,1618
2050,413,394.5,5,1619
2050,418,399.5,5,1620
2050,423,403.5,5,1621
2050,428,407.5,0,1622
2080,93,72,8,1613
2080,101,71,5,1614
2080,106,74.5,9,1615
2080,115,72.5,4,1616
2080,119,73,6,1617
2080,125,77,6,1618
2080,131,74.5,7,1619
2080,138,74.5,8,1620
2080,146,75.5,8,1621
2080,154,75.5,7,1622
2080,161,75.5,7,1623
2085,52,61.5,4,1619
2085,56,60.5,7,1620
2085,63,60,8,1621
2085,71,60,8,1622
2085,79,59,8,1623
2085,87,59,6,1624
2085,93,58,7,1625
2085,100,67,9,1626
2085,109,67,10,1627
2085,119,60.5,5,1628
2085,124,58.5,5,1629
2130,198,56.5,6,1653
2130,204,59,6,1654
2130,210,58.5,7,1655
2130,217,58.5,3,1656
2130,214,59,8,1657
2130,222,57,6,1658
2130,228,59,6,1659
2130,234,59,7,1660
2130,241,58,7,1661
2130,248,59.5,6,1662
2130,254,59,6,1663
2162,305,58.5,6,1669
2162,311,60,7,1670
2162,318,59,6,1671
2162,324,60.5,7,1672
2162,331,59,2,1673
2162,329,58.5,7,1674
2162,336,60,7,1675
2162,343,58.5,6,1676
2162,349,59.5,7,1677
2162,356,59,7,1678
2162,376,58.5,6,1681
2162,410,57.5,7,1686
2162,417,57.5,7,1687
2162,424,57,6,1688
2162,430,59,7,1689
2162,437,58.5,7,1690
2162,444,58,7,1691
2162,451,56.5,7,1692
2162,458,56.5,6,1693
2162,464,57.5,7,1694
2162,471,56,7,1695
2162,478,56,7,1696
2162,485,55.5,6,1697
2162,491,55,7,1698
2162,498,55.5,7,1699
2162,505,55.5,7,1700
2162,512,55.5,7,1701
2162,519,55,7,1702
2162,526,55,7,1703
2162,533,55.5,7,1704
2162,540,57,6.5,1705
2201,75,102,4,1687
2201,79,100.5,7,1688
2201,86,99.5,7,1689
2201,93,99.5,7,1690
2201,100,99,6,1691
2201,106,98,8,1692
2201,114,96.5,7,1693
2201,121,96.5,8,1694
2201,129,96.5,9,1695
2201,138,95,6,1696
2201,144,95.5,8,1697
2201,152,93.5,6,1698
2201,158,94.5,4,1699
2201,162,93.5,4,1700
2201,197,89,9,1705
2201,206,87,5,1706
2201,211,87,7,1707
2201,218,84.5,7,1708
2201,225,84,7,1709
2201,232,83,8,1710
2201,240,80.5,7,1711
2201,247,79.5,8,1712
2201,255,76.5,7,1713
2201,262,75,7,1714
2201,269,74,9,1715
2201,278,69.5,5,1716
2201,283,72.5,8,1717
2201,291,69.5,8,1718
2201,299,67,7,1719
2201,306,65.5,6,1720
2201,312,65,8,1721
2201,320,62,8,1722
2201,328,58.5,7,1723
2201,335,58,7,1724
2201,342,58,7,1725
2201,349,58,2,1726
2233,40,70.5,7,1706
2233,47,72.5,9,1707
2233,56,73,7,1708
2233,63,75,4,1709
2233,67,77,4,1710
2233,71,75.5,4,1711
2233,75,79.5,9,1712
2233,84,78,7,1713
2233,91,78,9,1714
2233,100,73.5,8,1715
2233,108,71,5,1716
2233,113,77.5,5,1717
2241,170,35,7,1709
2241,177,34,3,1710
2241,174,34.5,7,1711
2241,181,34,6,1712
2241,187,35,7,1713
2241,194,34.5,7,1714
2241,201,34.5,7,1715
2241,208,36,6,1716
2241,214,35,7,1717
2241,221,35,7,1718
2241,228,35.5,6,1719
2241,234,37,6,1720
2250,787,41.5,8,1714
2250,795,40.5,7,1715
2250,802,38.5,9,1716
2250,811,41,5,1717
2250,816,44.5,9,1718
2250,825,41.5,9,1719
2250,834,42.5,6,1720
2250,840,37,8,1721
2250,848,41.5,7,1722
2250,855,46,8,1723
2250,883,46.5,8,1727
2260,711,105,9,1720
2260,720,98.5,10,1721
2260,730,94.5,6,1722
2260,736,99.5,9,1723
2260,745,94.5,8,1724
2260,753,95,8,1725
2260,771,93,6,1727
2260,777,94.5,8,1728
2260,785,92,9,1729
2260,794,90,5,1730
2260,799,96,10,1731
2260,809,90,8,1732
2260,817,91,8,1733
2260,825,91,7,1734
2260,832,90,7,1735
2292,707,55,7,1730
2292,714,56.5,8,1731
2292,722,54.5,6,1732
2292,728,55.5,7,1733
2292,735,55.5,9,1734
2292,744,54,7,1735
2292,751,54.5,9,1736
2292,760,50,5,1737
2292,765,53.5,4,1738
2292,769,54,9,1739
2292,778,53.5,7,1740
2292,785,53,7,1741
2292,792,53,5,1742
2292,797,52,5,1743
2312,537,53.5,2,1736
2312,539,52,6,1737
2312,545,45.5,8,1738
2312,553,45,6,1739
2312,559,50,6,1740
2312,565,52,8,1741
2312,573,60,10,1742
2312,583,60,5,1743
2312,588,61,8,1744
2312,596,61,8,1745
2312,604,62,10,1746
2312,614,56,6,1747
2312,620,59,9,1748
2312,629,57,6,1749
2312,635,60,7,1750
2312,642,61.5,10,1751
2312,652,58,10,1752
2312,672,55.5,0,1754
2362,239,104.5,5,1757
2362,244,109,7,1758
2362,251,109.5,10,1759
2362,261,109.5,5,1760
2362,266,109.5,8,1761
2362,274,108,7,1762
2362,281,106,10,1763
2362,291,107.5,8,1764
2362,299,109,5,1765
2362,304,108,7,1766
2362,311,109.5,8,1767
2362,319,108.5,7,1768
2362,326,109.5,7,1769
2364,630,97,1,1758
2364,629,91,7,1759
2364,636,96,7,1760
2364,643,96,7,1761
2364,650,97,7,1762
2364,657,95,8,1763
2364,665,94.5,7,1764
2364,672,99,7,1765
2364,679,95.5,7,1766
2364,686,95.5,7,1767
2364,693,92,4,1768
2364,697,98,4,1769
2372,514,97.5,7,1761
2372,521,98.5,7,1762
2372,528,98.5,7,1763
2372,535,100.5,8,1764
2372,543,102.5,7,1765
2372,550,101.5,7,1766
2372,557,100,7,1767
2372,564,99,7,1768
2372,571,99,7,1769
2372,578,96.5,7,1770
2372,585,94.5,7,1771
2372,592,95.5,7,1772
2372,599,93,7,1773
2372,606,94,7,1774
2372,613,92,7,1775
2372,620,91.5,7,1776
2372,627,90.5,7,1777
2372,634,90,7,1778
2372,641,89.5,7,1779
2372,648,89,8,1780
2372,656,86,8,1781
2372,664,84.5,6,1782
2372,670,84.5,7,1783
2372,677,83,8,1784
2372,685,82,7,1785
2372,692,81.5,7,1786
2372,699,80,6,1787
2372,705,81,9,1788
2372,714,77,7,1789
2372,721,78,7,1790
2372,728,78.5,8,1791
2372,736,75,7,1792
2372,743,75.5,8,1793
2372,751,72,8,1794
2372,759,72.5,7,1795
2372,766,70,7,1796
2372,773,69.5,8,1797
2372,781,69,7,1798
2372,788,67.5,7,1799
2372,795,66.5,8,1800
2372,803,64,7,1801
2372,810,63.5,8,1802
2372,818,62,7,1803
2372,825,62,8,1804
2372,833,61.5,7,1805
2372,840,59.5,7,1806
2372,847,60,7,1807
2372,854,61.5,2.5,1808
2382,547,35.5,7,1766
2382,554,36,4,1767
2382,558,35.5,4,1768
2382,562,34.5,7,1769
2382,569,33,7,1770
2382,576,33.5,7,1771
2382,583,34,4,1772
2382,587,34,6,1773
2382,593,34,7,1774
2382,600,34.5,7,1775
2382,607,34,7,1776
2382,614,32,7,1777
2382,621,34,6,1778
2382,627,34,7,1779
2382,634,33.5,7,1780
2382,641,33.5,6,1781
2382,647,34,6,1782
2382,653,36.5,8,1783
2382,661,35,6,1784
2382,667,34.5,7,1785
2382,674,34.5,6,1786
2382,680,35.5,7,1787
2382,687,36,7,1788
2382,694,36.5,6,1789
2382,700,37.5,8,1790
2382,708,37.5,6,1791
2382,714,39,7,1792
2382,721,38.5,7,1793
2393,352,105,7,1772
2393,359,108.5,7,1773
2393,366,106,5,1774
2393,371,106.5,7,1775
2393,378,110,8,1776
2393,386,103.5,8,1777
2393,394,109,6,1778
2393,400,110.5,8,1779
2393,408,108,8,1780
2393,416,107,5,1781
