fixedVID,VID,FID,TotalFrame,LocalX,LocalY,L,W,Velocity, Accleration, LanePos, PrecedingVeh, FollowingVeh, Spacing, Headway, DeltaGap, warning
795,795,557,33,630,358,22,13,4,2,1,780,803,224.5,56.125,-9775.5,1
795,795,562,33,658,359,26,13,6,3,1,811,810,217,36.16666667,6,0
795,795,563,33,664,359,26,13,9,-5,1,811,810,211,23.44444444,-5,0
795,795,564,33,673,359,20,13,4,2,1,811,812,216,54,2,0
795,795,565,33,677,358,27,14,6,0,1,811,812,214,35.66666667,-1,0
795,795,566,33,683,358,27,14,6,0,1,811,812,215,35.83333333,-0.5,0
795,795,567,33,689,358,28,13,6,0,1,811,812,215.5,35.91666667,-9784.5,1
795,795,572,33,719,358,26,13,4,0,1,819,812,211.5,52.875,-9788.5,1
808,808,557,19,15,301,11,8,4,4,4,777,0,112,28,2,0
808,808,558,19,19,303,16,7,8,-3,4,777,0,110,13.75,-0.5,0
808,808,559,19,27,302,11,6,5,0,4,777,0,110.5,22.1,2,0
808,808,560,19,32,304,14,6,5,3,4,777,0,108.5,21.7,0,0
808,808,561,19,37,305,14,7,8,0,4,777,0,108.5,13.5625,0.5,0
808,808,562,19,45,305,13,6,8,-3,4,777,0,108,13.5,4,0
808,808,563,19,53,305,11,5,5,-1,4,777,0,104,20.8,2,0
808,808,564,19,58,303,14,10,4,4,4,777,0,102,25.5,0,0
808,808,565,19,62,307,14,7,8,0,4,777,0,102,12.75,1.5,0
808,808,566,19,70,306,15,7,8,-3,4,777,0,100.5,12.5625,5,0
808,808,567,19,78,305,13,5,5,0,4,777,0,95.5,19.1,1.5,0
808,808,568,19,83,307,15,6,5,2,4,777,0,94,18.8,-2.5,0
808,808,569,19,88,309,13,5,7,0,4,777,0,96.5,13.78571429,6,0
808,808,570,19,95,308,15,8,7,-1,4,777,0,90.5,12.92857143,1.5,0
808,808,571,19,102,307,13,7,6,-5,4,777,0,89,14.83333333,4,0
808,808,572,19,108,309,15,6,1,0,4,777,0,85,85,-1.5,0
808,808,573,19,109,304,18,6,1,0,4,777,0,86.5,86.5,90,1
809,809,558,13,357,320,10,14,6,0,3,719,785,78.5,13.08333333,0,0
809,809,559,13,363,321,10,15,6,0,3,719,785,78.5,13.08333333,0,0
809,809,560,13,369,321,10,14,6,1,3,719,0,78.5,13.08333333,-1.5,0
809,809,561,13,375,321,10,14,7,-2,3,719,0,80,11.42857143,1.5,0
809,809,562,13,382,321,9,14,5,1,3,719,0,78.5,15.7,0,0
809,809,563,13,387,322,12,15,6,1,3,719,0,78.5,13.08333333,-1,0
809,809,564,13,393,322,12,14,7,-1,3,719,0,79.5,11.35714286,0,0
809,809,565,13,400,321,10,12,6,-2,3,719,0,79.5,13.25,-1,0
809,809,566,13,406,321,10,12,4,3,3,719,0,80.5,20.125,-0.5,0
809,809,567,13,402,322,28,14,7,0,3,719,0,81,11.57142857,0,0
809,809,568,13,409,322,28,16,7,0,3,719,0,81,11.57142857,90.5,1
812,812,564,65,527,355,23,6,7,2,1,795,810,124.5,17.78571429,6.5,0
812,812,565,65,534,355,23,6,9,-4,1,795,810,118,13.11111111,1.5,0
812,812,566,65,543,356,20,7,5,2,1,795,721,116.5,23.3,1.5,0
812,812,567,65,548,358,24,11,7,-2,1,795,721,115,16.42857143,0,0
812,812,568,65,555,359,24,14,5,1,1,795,721,115,23,-0.5,0
812,812,569,65,560,359,25,14,6,1,1,795,767,115.5,19.25,0.5,0
812,812,570,65,566,359,27,14,7,-1,1,795,767,115,16.42857143,-3.5,0
812,812,571,65,573,360,27,13,6,0,1,795,767,118.5,19.75,5.5,0
812,812,572,65,579,360,28,13,6,1,1,795,817,113,18.83333333,-0.5,0
812,812,573,65,585,360,27,14,7,-1,1,795,767,113.5,16.21428571,3,0
812,812,574,65,592,360,28,14,6,1,1,795,817,110.5,18.41666667,0.5,0
812,812,575,65,598,360,27,14,7,-1,1,795,817,110,15.71428571,-2,0
812,812,576,65,605,360,27,14,6,1,1,822,817,112,18.66666667,-0.5,0
812,812,577,65,611,360,27,14,7,-1,1,822,767,112.5,16.07142857,1,0
812,812,578,65,618,361,27,13,6,1,1,822,767,111.5,18.58333333,-6,0
812,812,579,65,624,360,26,14,7,0,1,822,767,117.5,16.78571429,8,0
812,812,580,65,631,361,28,13,7,-1,1,822,767,109.5,15.64285714,-5.5,0
812,812,581,65,638,361,27,14,6,1,1,822,767,115,19.16666667,1,0
812,812,582,65,644,361,28,14,7,-1,1,822,767,114,16.28571429,0.5,0
812,812,583,65,651,361,27,14,6,1,1,822,831,113.5,18.91666667,0.5,0
812,812,584,65,657,361,28,14,7,0,1,822,831,113,16.14285714,7,0
812,812,585,65,664,361,28,14,7,-1,1,822,831,106,15.14285714,0.5,0
812,812,586,65,671,361,27,14,6,1,1,822,831,105.5,17.58333333,-5.5,0
812,812,587,65,677,361,27,14,7,-1,1,822,831,111,15.85714286,7,0
812,812,588,65,684,361,27,14,6,1,1,822,831,104,17.33333333,1,0
812,812,589,65,690,361,28,14,7,-1,1,822,831,103,14.71428571,0,0
812,812,590,65,697,361,27,14,6,1,1,822,831,103,17.16666667,-9897,1
822,822,591,40,832,355,26,12,5,-2,2,825,779,16,3.2,-1.5,0
822,822,592,40,837,355,27,13,3,3,2,825,779,17.5,5.833333333,-9.5,0
822,822,593,40,840,355,22,13,6,2,2,825,779,27,4.5,1.5,0
822,822,594,40,846,355,22,12,8,-2,2,825,779,25.5,3.1875,1.5,0
822,822,595,40,854,354,26,12,6,-1,2,825,779,24,4,-1,0
822,822,596,40,860,354,27,12,5,2,2,825,779,25,5,-0.5,0
822,822,597,40,865,354,27,13,7,-2,2,825,779,25.5,3.642857143,-7,0
822,822,598,40,872,354,27,12,5,0,2,825,779,32.5,6.5,-1.5,0
822,822,599,40,877,354,26,13,5,0,2,825,779,34,6.8,-2,0
822,822,600,40,882,353,26,12,5,-1,2,825,779,36,7.2,-0.5,0
822,822,601,40,887,353,27,12,4,3,2,825,779,36.5,9.125,-5.5,0
822,822,602,40,891,353,23,12,7,-1,2,825,779,42,6,-9958,1
825,825,575,28,781,345,23,8,5,1,2,718,722,59.5,11.9,-2.5,0
825,825,576,28,786,345,22,9,6,1,2,718,722,62,10.33333333,-1,0
825,825,577,28,792,345,22,9,7,-2,2,718,779,63,9,-9937,1
825,825,579,28,804,345,21,10,5,1,2,718,779,65.5,13.1,-1.5,0
825,825,580,28,809,345,22,10,6,0,2,718,779,67,11.16666667,-9.5,0
825,825,581,28,815,345,20,10,6,0,2,830,779,76.5,12.75,0,0
825,825,582,28,821,345,22,11,6,0,2,830,779,76.5,12.75,-1.5,0
825,825,583,28,827,345,21,12,6,0,2,830,779,78,13,-0.5,0
825,825,584,28,833,345,22,10,6,-2,2,830,779,78.5,13.08333333,4.5,0
825,825,585,28,839,346,22,11,4,4,2,830,779,74,18.5,-6.5,0
825,825,586,28,843,346,26,11,8,-1,2,830,779,80.5,10.0625,-1,0
825,825,587,28,851,346,22,11,7,-2,2,830,779,81.5,11.64285714,-9918.5,1
831,831,583,68,546,356,17,7,2,6,1,812,767,83,41.5,-1,0
831,831,584,68,548,356,22,11,8,-4,1,812,767,84,10.5,-0.5,0
831,831,585,68,556,357,19,13,4,1,1,812,767,84.5,21.125,-2,0
831,831,586,68,560,357,22,13,5,1,1,812,767,86.5,17.3,0.5,0
831,831,587,68,565,357,25,13,6,0,1,812,767,86,14.33333333,-1,0
831,831,588,68,571,357,25,14,6,-1,1,812,767,87,14.5,0.5,0
831,831,589,68,577,358,25,12,5,1,1,812,767,86.5,17.3,-2,0
831,831,590,68,582,358,26,13,6,0,1,812,836,88.5,14.75,0,0
831,831,591,68,588,358,26,13,6,0,1,812,836,88.5,14.75,-1,0
831,831,592,68,594,358,26,13,6,2,1,812,836,89.5,14.91666667,0,0
831,831,593,68,600,358,25,13,8,-3,1,812,839,89.5,11.1875,0,0
831,831,594,68,608,358,23,13,5,0,1,812,836,89.5,17.9,0,0
831,831,595,68,613,358,25,13,5,2,1,812,841,89.5,17.9,-3,0
831,831,596,68,618,358,23,13,7,-1,1,812,841,92.5,13.21428571,0,0
831,831,597,68,625,358,25,13,6,1,1,812,841,92.5,15.41666667,-1,0
831,831,598,68,631,358,24,13,7,-2,1,812,841,93.5,13.35714286,0.5,0
831,831,599,68,638,358,25,12,5,0,1,812,841,93,18.6,-2.5,0
831,831,600,68,643,359,24,13,5,3,1,812,841,95.5,19.1,1,0
831,831,601,68,648,359,26,13,8,-2,1,812,0,94.5,11.8125,-1.5,0
831,831,602,68,656,359,23,13,6,-1,1,812,845,96,16,-1,0
831,831,603,68,662,359,23,13,5,1,1,812,845,97,19.4,-1.5,0
831,831,604,68,667,359,22,13,6,0,1,812,0,98.5,16.41666667,-0.5,0
831,831,605,68,673,359,24,12,6,-2,1,812,847,99,16.5,-0.5,0
831,831,606,68,679,359,23,13,4,2,1,812,847,99.5,24.875,-1,0
831,831,607,68,683,359,26,12,6,2,1,812,847,100.5,16.75,-1,0
831,831,608,68,689,359,26,12,8,-2,1,812,847,101.5,12.6875,1,0
831,831,609,68,697,359,23,12,6,0,1,812,847,100.5,16.75,-1,0
831,831,610,68,703,360,23,13,6,1,1,812,850,101.5,16.91666667,-0.5,0
831,831,611,68,709,360,25,13,7,-2,1,812,850,102,14.57142857,-1.5,0
831,831,612,68,716,360,23,13,5,1,1,812,850,103.5,20.7,0.5,0
831,831,613,68,721,360,24,12,6,1,1,812,850,103,17.16666667,-1,0
831,831,614,68,727,360,24,13,7,-2,1,812,850,104,14.85714286,-0.5,0
831,831,615,68,734,360,23,13,5,1,1,812,850,104.5,20.9,-1.5,0
831,831,616,68,739,360,24,13,6,1,1,812,850,106,17.66666667,-1,0
831,831,617,68,745,360,22,11,7,-1,1,812,850,107,15.28571429,0.5,0
831,831,618,68,752,359,23,10,6,2,1,812,850,106.5,17.75,-1,0
831,831,619,68,758,359,23,12,8,-2,1,812,850,107.5,13.4375,-1,0
831,831,620,68,766,359,19,11,6,-2,1,812,850,108.5,18.08333333,-0.5,0
831,831,621,68,772,359,19,10,4,2,1,812,850,109,27.25,-0.5,0
831,831,622,68,776,360,24,11,6,2,1,812,850,109.5,18.25,-1,0
831,831,623,68,782,360,24,13,8,-3,1,812,850,110.5,13.8125,-0.5,0
831,831,624,68,790,360,20,12,5,0,1,812,850,111,22.2,-2.5,0
831,831,625,68,795,361,19,11,5,0,1,812,850,113.5,22.7,1.5,0
831,831,626,68,800,360,24,12,5,4,1,812,850,112,22.4,-3,0
831,831,627,68,805,361,24,12,9,-4,1,812,850,115,12.77777778,0.5,0
831,831,628,68,814,361,21,13,5,1,1,812,850,114.5,22.9,-9885.5,1
843,843,598,156,434,342,23,7,6,0,2,749,813,78,13,0,0
843,843,599,156,440,341,23,6,6,-2,2,749,813,78,13,0.5,0
843,843,600,156,446,340,21,5,4,2,2,749,828,77.5,19.375,1.5,0
843,843,601,156,450,339,23,6,6,-3,2,749,828,76,12.66666667,-4,0
843,843,602,156,456,338,21,5,3,2,2,749,828,80,26.66666667,-4.5,0
843,843,603,156,459,341,18,6,5,0,2,749,828,84.5,16.9,2,0
843,843,604,156,464,340,15,8,5,0,2,749,845,82.5,16.5,-5,0
843,843,605,156,469,340,14,8,5,2,2,749,845,87.5,17.5,0.5,0
843,843,606,156,474,340,13,7,7,0,2,749,828,87,12.42857143,2,0
843,843,607,156,481,340,15,8,7,0,2,749,828,85,12.14285714,-2,0
843,843,608,156,488,340,13,7,7,-4,2,749,828,87,12.42857143,2,0
843,843,609,156,495,340,11,5,3,3,2,749,828,85,28.33333333,-1,0
843,843,610,156,498,340,15,8,6,0,2,749,828,86,14.33333333,0,0
843,843,611,156,504,341,15,6,6,-1,2,749,828,86,14.33333333,-1,0
843,843,612,156,510,342,13,5,5,0,2,749,828,87,17.4,0,0
843,843,613,156,515,341,15,6,5,1,2,749,828,87,17.4,-2,0
843,843,614,156,520,340,13,5,6,0,2,749,828,89,14.83333333,1,0
843,843,615,156,526,341,15,6,6,0,2,749,828,88,14.66666667,-1,0
843,843,616,156,532,342,13,5,6,0,2,749,828,89,14.83333333,-1,0
843,843,617,156,538,343,11,3,6,0,2,749,828,90,15,3,0
843,843,618,156,544,341,17,9,6,-1,2,749,828,87,14.5,0.5,0
843,843,619,156,550,339,15,7,5,0,2,749,828,86.5,17.3,0,0
843,843,620,156,555,341,17,12,5,1,2,749,828,86.5,17.3,-3,0
843,843,621,156,560,343,17,9,6,-1,2,749,828,89.5,14.91666667,2,0
843,843,622,156,566,341,17,12,5,3,2,749,828,87.5,17.5,-1,0
843,843,623,156,571,343,17,9,8,-6,2,749,828,88.5,11.0625,5,0
843,843,624,156,579,341,23,11,2,3,2,749,828,83.5,41.75,-6,0
843,843,625,156,581,341,17,11,5,0,2,749,828,89.5,17.9,-3,0
843,843,626,156,586,343,15,7,5,1,2,749,828,92.5,18.5,0.5,0
843,843,627,156,591,341,16,11,6,-1,2,749,828,92,15.33333333,-1.5,0
843,843,628,156,597,343,15,6,5,0,2,749,828,93.5,18.7,1.5,0
843,843,629,156,602,342,18,9,5,1,2,749,828,92,18.4,-1.5,0
843,843,630,156,607,341,17,10,6,-1,2,749,828,93.5,15.58333333,-0.5,0
843,843,631,156,613,342,17,9,5,0,2,749,828,94,18.8,0,0
843,843,632,156,618,342,18,9,5,1,2,866,828,94,18.8,-1.5,0
843,843,633,156,623,343,17,7,6,-1,2,866,828,95.5,15.91666667,0.5,0
843,843,634,156,629,342,18,9,5,4,2,866,828,95,19,-5.5,0
843,843,635,156,634,343,18,8,9,-7,2,866,828,100.5,11.16666667,5,0
843,843,636,156,643,343,22,9,2,3,2,866,828,95.5,47.75,-2.5,0
843,843,637,156,645,343,18,9,5,1,2,866,828,98,19.6,0,0
843,843,638,156,650,341,20,11,6,0,2,866,828,98,16.33333333,-1,0
843,843,639,156,656,342,18,8,6,-2,2,866,828,99,16.5,-0.5,0
843,843,640,156,662,341,22,11,4,4,2,866,828,99.5,24.875,-3.5,0
843,843,641,156,666,341,19,11,8,-4,2,866,828,103,12.875,4,0
843,843,642,156,674,342,20,8,4,1,2,866,828,99,24.75,-3.5,0
843,843,643,156,678,343,19,8,5,0,2,866,828,102.5,20.5,-3,0
843,843,644,156,683,342,15,8,5,2,2,866,828,105.5,21.1,-4.5,0
843,843,645,156,688,341,13,7,7,-3,2,866,828,110,15.71428571,2,0
843,843,646,156,695,342,15,7,4,3,2,866,828,108,27,0,0
843,843,647,156,699,342,16,7,7,-2,2,866,828,108,15.42857143,1,0
843,843,648,156,706,342,16,9,5,0,2,866,828,107,21.4,-1.5,0
843,843,649,156,711,343,15,9,5,1,2,866,828,108.5,21.7,-0.5,0
843,843,650,156,716,342,19,9,6,2,2,866,828,109,18.16666667,-1,0
843,843,651,156,722,341,19,11,8,-5,2,866,828,110,13.75,5.5,0
843,843,652,156,730,342,22,9,3,3,2,866,828,104.5,34.83333333,-4.5,0
843,843,653,156,733,342,19,9,6,0,2,866,828,109,18.16666667,-0.5,0
843,843,654,156,739,342,19,9,6,0,2,866,828,109.5,18.25,-0.5,0
843,843,655,156,745,342,17,7,6,0,2,866,828,110,18.33333333,0.5,0
843,843,656,156,751,341,18,8,6,0,2,866,828,109.5,18.25,-0.5,0
843,843,657,156,757,341,17,8,6,1,2,866,828,110,18.33333333,-1,0
843,843,658,156,763,341,15,7,7,1,2,866,828,111,15.85714286,2.5,0
843,843,659,156,770,343,17,6,8,-5,2,866,828,108.5,13.5625,3,0
843,843,660,156,778,342,19,11,3,2,2,866,828,105.5,35.16666667,-2.5,0
843,843,661,156,781,341,19,6,5,1,2,866,828,108,21.6,-1.5,0
843,843,662,156,786,341,18,8,6,0,2,866,828,109.5,18.25,0,0
843,843,663,156,792,342,18,8,6,0,2,866,828,109.5,18.25,0,0
843,843,664,156,798,342,18,8,6,0,2,866,828,109.5,18.25,0.5,0
843,843,665,156,804,343,18,10,6,0,2,866,828,109,18.16666667,-0.5,0
843,843,666,156,810,343,18,10,6,-1,2,866,828,109.5,18.25,0,0
843,843,667,156,816,344,18,12,5,2,2,866,828,109.5,21.9,1.5,0
843,843,668,156,821,344,20,11,7,-1,2,866,828,108,15.42857143,-9892,1
850,850,610,68,556,360,15,9,4,0,1,831,847,128,32,-1.5,0
850,850,611,68,560,361,14,11,4,-1,1,831,847,129.5,32.375,-1,0
850,850,612,68,564,361,20,12,3,2,1,831,847,130.5,43.5,1,0
850,850,613,68,567,361,25,12,5,-1,1,831,847,129.5,25.9,-1,0
850,850,614,68,572,361,25,12,4,2,1,831,847,130.5,32.625,-3,0
850,850,615,68,576,361,26,13,6,-1,1,831,847,133.5,22.25,2,0
850,850,616,68,582,362,27,13,5,0,1,831,0,131.5,26.3,-3.5,0
850,850,617,68,587,362,24,13,5,0,1,831,853,135,27,-1.5,0
850,850,618,68,592,362,24,13,5,0,1,831,853,136.5,27.3,0,0
850,850,619,68,597,362,26,13,5,2,1,831,855,136.5,27.3,-5,0
850,850,620,68,602,362,26,13,7,-3,1,831,855,141.5,20.21428571,-0.5,0
850,850,621,68,609,362,23,13,4,3,1,831,855,142,35.5,4,0
850,850,622,68,613,362,26,13,7,-3,1,831,855,138,19.71428571,-0.5,0
850,850,623,68,620,362,23,13,4,0,1,831,861,138.5,34.625,-5,0
850,850,624,68,624,362,25,13,4,4,1,831,861,143.5,35.875,-1,0
850,850,625,68,628,361,26,12,8,-5,1,831,861,144.5,18.0625,4,0
850,850,626,68,636,361,23,12,3,4,1,831,0,140.5,46.83333333,-0.5,0
850,850,627,68,639,361,26,12,7,-1,1,831,0,141,20.14285714,-4,0
850,850,628,68,646,361,25,12,6,-2,1,831,0,145,24.16666667,0,0
850,850,629,68,652,362,23,13,4,2,1,831,0,145,36.25,-1,0
850,850,630,68,656,362,26,13,6,1,1,831,0,146,24.33333333,0,0
850,850,631,68,662,362,26,13,7,-1,1,831,0,146,20.85714286,-0.5,0
850,850,632,68,669,362,23,13,6,-2,1,831,0,146.5,24.41666667,1,0
850,850,633,68,675,362,23,13,4,3,1,831,0,145.5,36.375,-0.5,0
850,850,634,68,679,362,26,13,7,-1,1,831,0,146,20.85714286,4,0
850,850,635,68,686,362,25,13,6,0,1,831,0,142,23.66666667,-2.5,0
850,850,636,68,692,362,25,13,6,0,1,831,0,144.5,24.08333333,2,0
850,850,637,68,698,362,25,13,6,0,1,831,0,142.5,23.75,-4.5,0
850,850,638,68,704,362,25,13,6,0,1,831,0,147,24.5,-1.5,0
850,850,639,68,710,362,26,13,6,2,1,831,0,148.5,24.75,1,0
850,850,640,68,716,362,26,13,8,-3,1,831,0,147.5,18.4375,4,0
850,850,641,68,724,362,23,14,5,2,1,831,0,143.5,28.7,-4.5,0
850,850,642,68,729,362,25,13,7,1,1,831,0,148,21.14285714,4,0
850,850,643,68,736,362,26,13,8,-3,1,831,0,144,18,1.5,0
850,850,644,68,744,362,27,13,5,1,1,831,876,142.5,28.5,-9,0
850,850,645,68,749,361,25,12,6,2,1,831,876,151.5,25.25,-0.5,0
850,850,646,68,755,360,26,11,8,-2,1,831,876,152,19,6.5,0
850,850,647,68,763,360,23,11,6,1,1,831,878,145.5,24.25,-4,0
850,850,648,68,769,358,24,8,7,-2,1,831,878,149.5,21.35714286,-3.5,0
850,850,649,68,776,359,23,8,5,3,1,831,878,153,30.6,3.5,0
850,850,650,68,781,361,25,13,8,-3,1,831,878,149.5,18.6875,-9850.5,1
854,854,617,19,411,318,10,6,7,0,3,818,851,294.5,42.07142857,1,0
854,854,618,19,418,317,10,6,7,0,3,818,851,293.5,41.92857143,1,0
854,854,619,19,425,316,9,5,7,1,3,818,0,292.5,41.78571429,2,0
854,854,620,19,432,318,12,6,8,0,3,818,0,290.5,36.3125,2,0
854,854,621,19,440,319,11,7,8,-7,3,818,0,288.5,36.0625,0.5,0
854,854,622,19,448,319,9,6,1,7,3,818,0,288,288,-0.5,0
854,854,623,19,447,320,26,10,8,-2,3,818,0,288.5,36.0625,-0.5,0
854,854,624,19,455,319,25,7,6,2,3,818,0,289,48.16666667,-1,0
854,854,625,19,461,319,25,7,8,-1,3,818,0,290,36.25,306.5,1
854,854,627,19,476,319,25,6,9,-3,3,818,864,281,31.22222222,1,0
854,854,628,19,485,319,23,5,6,1,3,818,864,280,46.66666667,2.5,0
854,854,629,19,491,319,25,6,7,1,3,818,0,277.5,39.64285714,0,0
854,854,630,19,498,319,23,5,8,0,3,818,0,277.5,34.6875,3,0
854,854,631,19,506,323,25,7,8,-5,3,818,0,274.5,34.3125,0,0
854,854,632,19,514,327,23,5,3,0,3,818,0,274.5,91.5,-4,0
854,854,633,19,517,323,18,6,3,0,3,818,0,278.5,92.83333333,-3.5,0
854,854,634,19,520,319,17,5,3,0,3,818,0,282,94,289.5,1
862,862,624,14,16,348,11,11,3,2,2,828,0,305,101.6666667,1.5,0
862,862,625,14,19,345,19,8,5,3,2,828,0,303.5,60.7,0.5,0
862,862,626,14,24,345,26,7,8,2,2,828,0,303,37.875,1.5,0
862,862,627,14,32,346,27,11,10,-4,2,828,0,301.5,30.15,1.5,0
862,862,628,14,42,345,23,12,6,2,2,828,0,300,50,1.5,0
862,862,629,14,48,345,25,10,8,0,2,828,0,298.5,37.3125,2.5,0
862,862,630,14,56,346,26,11,8,0,2,828,0,296,37,1,0
862,862,631,14,64,346,26,11,8,0,2,828,0,295,36.875,1,0
862,862,632,14,72,343,25,8,8,0,2,828,0,294,36.75,2,0
862,862,633,14,80,343,26,8,8,0,2,828,0,292,36.5,0.5,0
862,862,634,14,88,344,26,10,8,0,2,828,0,291.5,36.4375,2.5,0
862,862,635,14,96,344,26,10,8,0,2,828,0,289,36.125,302.5,1
892,884,655,18,645,356,25,6,10,-2,1,850,881,143,14.3,1,0
892,884,656,18,655,356,18,6,8,0,1,850,881,142,17.75,0,0
892,884,657,18,663,356,17,6,8,-8,1,850,0,142,17.75,1.5,0
892,884,658,18,671,356,15,5,0,10,1,850,0,140.5,10000,-5,0
892,884,659,18,671,356,17,6,10,0,1,850,0,145.5,14.55,6,0
892,884,660,18,681,361,24,13,10,-2,1,850,0,139.5,13.95,1.5,0
892,884,661,18,691,359,18,6,8,1,1,850,888,138,17.25,1,0
892,884,662,18,699,360,19,11,9,0,1,850,888,137,15.22222222,1.5,0
892,884,663,18,708,360,15,7,9,0,1,850,888,135.5,15.05555556,0.5,0
892,884,664,18,717,359,13,5,9,-5,1,850,888,135,15,2,0
892,884,665,18,726,358,11,3,4,2,1,850,888,133,33.25,-1.5,0
930,904,682,28,129,343,17,15,5,4,2,869,897,306.5,61.3,1.5,0
930,904,683,28,124,342,44,15,9,-2,2,869,897,305,33.88888889,1.5,0
930,904,684,28,133,341,43,14,7,2,2,869,897,303.5,43.35714286,-2,0
930,904,685,28,140,342,42,15,9,0,2,869,906,305.5,33.94444444,3,0
930,904,686,28,149,342,44,15,9,-1,2,869,906,302.5,33.61111111,2,0
930,904,687,28,158,342,43,15,8,0,2,869,906,300.5,37.5625,-0.5,0
930,904,688,28,166,341,43,14,8,0,2,869,906,301,37.625,0.5,0
930,904,689,28,174,341,42,14,8,-1,2,869,908,300.5,37.5625,1.5,0
930,904,690,28,182,341,43,14,7,1,2,869,908,299,42.71428571,-0.5,0
930,904,691,28,189,341,42,14,8,0,2,869,910,299.5,37.4375,1,0
930,904,692,28,197,341,41,14,8,0,2,869,910,298.5,37.3125,1.5,0
930,904,693,28,205,341,42,14,8,1,2,869,910,297,37.125,-1,0
930,904,694,28,213,342,40,15,9,0,2,869,915,298,33.11111111,2,0
930,904,695,28,222,341,41,14,9,-4,2,869,915,296,32.88888889,330,1
930,904,697,28,236,341,40,14,5,0,2,869,918,295,59,324,1
961,961,736,31,557,359,16,11,6,3,1,955,951,37.5,6.25,0,0
961,961,737,31,563,358,19,9,9,-2,1,955,951,37.5,4.166666667,-0.5,0
961,961,738,31,572,359,16,12,7,-1,1,955,951,38,5.428571429,0.5,0
961,961,739,31,579,360,20,13,6,2,1,955,951,37.5,6.25,1.5,0
961,961,740,31,585,359,24,13,8,-2,1,955,951,36,4.5,-4,0
961,961,741,31,593,360,20,13,6,2,1,955,951,40,6.666666667,2,0
961,961,742,31,599,360,25,10,8,0,1,955,951,38,4.75,1,0
961,961,743,31,607,359,24,12,8,0,1,955,951,37,4.625,-2,0
961,961,744,31,615,360,24,12,8,0,1,955,951,39,4.875,1,0
961,961,745,31,623,360,25,12,8,0,1,955,951,38,4.75,2,0
961,961,746,31,631,360,24,12,8,1,1,955,951,36,4.5,0.5,0
961,961,747,31,639,359,25,12,9,-1,1,955,951,35.5,3.944444444,-0.5,0
961,961,748,31,648,359,23,12,8,-1,1,955,966,36,4.5,-3,0
961,961,749,31,656,360,23,12,7,1,1,955,967,39,5.571428571,3,0
961,961,750,31,663,361,22,13,8,1,1,955,967,36,4.5,0.5,0
961,961,751,31,671,361,25,12,9,-2,1,955,968,35.5,3.944444444,-1,0
961,961,752,31,680,361,22,12,7,1,1,955,968,36.5,5.214285714,-0.5,0
961,961,753,31,687,361,25,12,8,0,1,955,968,37,4.625,2.5,0
961,961,754,31,695,361,25,12,8,0,1,969,968,34.5,4.3125,-2.5,0
961,961,755,31,703,360,23,12,8,0,1,969,968,37,4.625,0.5,0
961,961,756,31,711,361,23,9,8,0,1,969,951,36.5,4.5625,0.5,0
961,961,757,31,719,360,23,9,8,0,1,969,973,36,4.5,-1,0
961,961,758,31,727,362,21,13,8,-1,1,969,973,37,4.625,1,0
961,961,759,31,735,361,21,12,7,2,1,969,973,36,5.142857143,0.5,0
961,961,760,31,742,362,23,13,9,-2,1,969,973,35.5,3.944444444,0,0
961,961,761,31,751,360,21,10,7,1,1,969,973,35.5,5.071428571,0,0
961,961,762,31,758,360,22,10,8,-2,1,969,973,35.5,4.4375,0,0
961,961,763,31,766,358,21,6,6,-3,1,969,975,35.5,5.916666667,1,0
961,961,764,31,772,358,25,6,3,0,1,969,975,34.5,11.5,2,0
961,961,765,31,775,361,35,11,3,0,1,969,976,32.5,10.83333333,48.5,1
979,979,766,23,789,361,21,11,10,-1,1,969,961,35,3.5,2,0
979,979,767,23,799,362,16,11,9,-3,1,969,976,33,3.666666667,0,0
979,979,768,23,808,363,13,11,6,3,1,969,981,33,5.5,0,0
979,979,769,23,814,362,17,13,9,-2,1,969,985,33,3.666666667,-2,0
979,979,770,23,823,363,12,11,7,-4,1,969,985,35,5,2.5,0
979,979,771,23,830,362,15,10,3,4,1,969,989,32.5,10.83333333,-3,0
979,979,772,23,833,363,22,11,7,2,1,969,989,35.5,5.071428571,3,0
979,979,773,23,840,362,25,12,9,-4,1,969,989,32.5,3.611111111,-2,0
979,979,774,23,849,363,20,11,5,3,1,969,989,34.5,6.9,-1,0
979,979,775,23,854,362,24,12,8,0,1,969,995,35.5,4.4375,1,0
979,979,776,23,862,362,24,13,8,-1,1,969,997,34.5,4.3125,1,0
979,979,777,23,870,360,25,8,7,3,1,969,997,33.5,4.785714286,-2,0
979,979,778,23,877,362,24,12,10,-4,1,969,997,35.5,3.55,1.5,0
979,979,779,23,887,360,21,7,6,0,1,969,997,34,5.666666667,0,0
979,979,780,23,893,360,22,8,6,2,1,969,997,34,5.666666667,-9966,1
1031,1014,795,34,269,352,22,10,9,1,2,956,1013,269.5,29.94444444,1,0
1031,1014,796,34,278,353,20,12,10,-5,2,956,1013,268.5,26.85,1.5,0
1031,1014,797,34,288,353,19,13,5,3,2,956,1015,267,53.4,0.5,0
1031,1014,798,34,293,352,26,12,8,1,2,956,1015,266.5,33.3125,-1.5,0
1031,1014,799,34,301,350,27,7,9,1,2,956,1015,268,29.77777778,2.5,0
1031,1014,800,34,310,351,27,12,10,-1,2,956,1015,265.5,26.55,3,0
